form,smiles,MW,logP,HBD,HBA,QED,lipinski_pass
mature,COC(=O)NC(=O)C(CCCN)N[C@H]1C[C@H](c2ccccc2)N(CCc2ccccc2)C1C(=O)OC,496.6,2.17,3,8,0.405,1
mature,CC(C)CC(NC(=O)C(NC(=O)c1ccccc1)C(=O)NC1CCCCC1)C(=O)OCc1ccccc1,507.6,3.51,3,5,0.318,0
mature,N#Cc1cccc(-c2ccc3ncc(C#N)cc3c2)c1,255.3,3.65,0,3,0.666,1
mature,O=C1COc2ccc3ccc(OCCN4CCOCC4)cc3c2N1,328.4,1.88,1,5,0.929,1
mature,C[C@@H]1CCN2C(=O)COc3cc(C(=O)NC(CC#N)C(=O)OCc4ccccc4)ccc3N12,448.5,2.18,1,7,0.674,1
mature,N#CCNC(=O)Cc1ccccc1NC(=O)OCc1cc(F)cc(F)c1,359.3,2.9,2,4,0.776,1
mature,N#CC(Cc1ccccc1)(NC(=O)C(CCc1ccccc1)NC(=O)OCCc1ccccc1)C(=O)NCCc1ccccc1,602.7,4.94,3,5,0.178,0
mature,CC(C)CC(NC(=O)C(C)CCc1ccccc1)C(=O)NC(C(=O)OCc1ccccc1)C(C)C,480.6,4.67,2,4,0.408,1
mature,C=CS(=O)(=O)CCOC(=O)NC(CSCCCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,548.7,2.82,3,7,0.272,0
mature,CC[C@@H](/C=C/c1cccc(Cl)c1)C(C#N)NC(=O)OCc1ccccc1,368.9,5.2,1,3,0.73,0
mature,CSCC(NC(=O)C(Cc1ccc2ccccc2c1)C(=O)N[C@@H](CCSc1ccccc1)c1c[nH]c2ccc(Cl)cc12)C(=O)NCC#N,698.3,6.66,4,6,0.055,0
mature,CC(C)C(OCc1ccccc1)C(=O)NC1CN(C#N)C1=O,301.3,1.04,1,4,0.628,1
mature,CCC(CCC#N)OC(=O)N(C)CC,198.3,2.16,0,3,0.68,1
mature,COC(=O)NC(=O)C12C(CCCN1C(C)=O)C2C(=O)NC(C(=O)CO)c1ccccc1,431.4,-0.08,3,7,0.572,1
mature,CCOC(=O)C1Cc2cc(CC[C@@H]3CCN(C)C3)sc2CN1C#N,347.5,2.4,0,6,0.605,1
mature,Cc1cccc(COC(=O)NC(/C=C/C#N)C(=O)NCc2ccccc2CC(=O)N[C@@H](CC(C)C)C(C)C)c1,532.7,4.72,3,5,0.323,0
mature,CCN1CCCC(C(=O)NC(Cc2ccccc2)C(N)=O)CC1=O,331.4,0.85,2,3,0.809,1
mature,O=CC(F)C(=O)NC(Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)Cc1ccccc1,476.5,2.58,3,4,0.277,1
mature,CC(C)CC(NC(=O)O[C@@H](C)c1ccc(-c2ccccc2)cc1)C(=O)CF,371.5,5.09,1,3,0.703,0
mature,N#C[C@H](C[C@@H](/C=C/C(=O)O)NC(=O)C(CSCc1ccccc1)NC(=O)OCc1ccccc1)c1ccccc1,557.7,5.04,3,6,0.237,0
mature,COC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CC(O)C(=O)NCC#N)C(C)C,545.6,-0.05,5,8,0.15,0
mature,N#Cc1nccc(Nc2cccc(Cl)c2)n1,230.7,2.75,1,4,0.862,1
mature,COC(=O)NC(C(=O)N1CN(C(=O)c2ccccc2)[C@@H](C)[C@@H]1N(C)C(F)(F)F)C(C)C,444.5,2.48,1,5,0.706,1
mature,CC(C)CC(Cc1cccc(C(F)(F)F)c1)C(=O)N[C@H](C#N)CS(=O)(=O)N1CCC1,445.5,2.95,1,4,0.633,1
mature,CCOC(=O)/C=C/C=C/CC1C(=O)CCN1C(=O)OC(C)(C)C,323.4,2.63,0,5,0.442,1
mature,CCc1nc(C#N)sc1C(=O)NC(CC(C)C)C(=O)Cc1ccccc1,369.5,3.53,1,5,0.771,1
mature,COc1ccc(NC(=O)O[C@@H]2CS(=O)(=O)C[C@@H]2NC(=O)C(C#N)Cc2ccccc2)cc1,457.5,1.91,2,7,0.648,1
mature,N#CN(C(=O)c1cc(Cl)cc(Cl)c1)C1CCCCC1,297.2,4.25,0,2,0.605,1
mature,COc1cc(C(=O)N(C#N)CC(C)C)cc(-c2ccccc2)c1,308.4,3.94,0,3,0.621,1
mature,CC(C)OC(=O)C(=O)C1CCCCN1C#N,224.3,0.84,0,5,0.403,1
mature,C[C@@H](O)[C@H](CNC(=O)OCc1ccc(F)cc1)NC(=O)C(Cc1ccccc1)NC(=O)Cc1ccccc1,521.6,2.89,4,5,0.293,0
mature,C(#CC1CCCC1)c1nc(NCCc2ccccc2)nc(NC2CCCCC2)n1,389.5,4.81,2,5,0.694,1
mature,O=C(NC(=O)C(F)(F)C(Cc1ccccc1)C(=O)NC1CCCCC1)OCc1ccccc1,458.5,4.38,2,4,0.615,1
mature,CC[C@@H]1CCC[C@H]1NC(=O)C(C(=O)OCc1ccccc1)N1C(=O)C[C@H](F)C[C@H]1C#N,429.5,2.65,1,5,0.531,1
mature,O=C(O)CC(NC(=O)OCc1ccccc1)C(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccc(Br)c1,581.4,3.7,3,6,0.277,0
mature,CCCCC(=O)C(=O)N1CCCC1C(=O)OCCOC(C)=O,313.3,0.84,0,6,0.375,1
mature,COC(=O)C1CC(C(=O)NC(=O)C(N[C@@H](C)c2ccccc2)[C@H](Cc2ccccc2)OC)CC(=O)N1,495.6,1.67,3,7,0.429,1
mature,CC(=O)NC(Cc1ccccc1)C(=O)N1CCC[C@@H]1Cn1cncc1C,354.5,1.93,1,3,0.862,1
mature,O=C(NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(=O)CCCc1ccccc1)Oc1ccccc1,562.7,5.27,2,5,0.204,0
mature,C[C@H](/C=C/C(=O)Nc1ccccc1)n1c(=O)sc2cccc(O)c21,340.4,3.52,2,4,0.714,1
mature,CC(C)OC(=O)C(COCc1ccccc1)NC(=O)OCc1ccccc1,371.4,3.45,1,5,0.684,1
mature,CC(C)CC(NC(=O)C(NC(=O)OCCCc1ccccc1)C(C)C)C(=O)OCc1ccccc1,482.6,4.64,2,5,0.32,1
mature,N#CC1=CC[C@H](c2ccccc2)[C@H]1OC(=O)C(N)Cc1ccccc1,332.4,3.11,1,4,0.854,1
mature,CC(C)CC(NC(=O)OC(C)C)C(=O)NC(C#N)C(=O)Nc1nccs1,381.5,1.64,3,7,0.627,1
mature,CC(C)CNC(=O)c1c(C#N)nc(N)nc1NC1CCCCC1,316.4,2.06,3,6,0.765,1
mature,CCC(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,390.5,1.56,3,4,0.601,1
mature,CCC(NC(=O)O[C@H](C)c1ccccc1)C(=O)N1CC(=O)CC1C(=O)C(=Nc1ccccc1)N1CCCCC1,532.6,4.21,1,6,0.403,0
mature,CC(C)[C@H](NC(=O)C(CC1CCCC1)NC(=O)OCC(=O)N(C)C)C(C)(C)C,397.6,2.94,2,4,0.659,1
mature,C[C@@H]1CN(C(=O)C(F)(F)F)Cc2ccccc2C1C(=O)NC1(C#N)CC1,365.4,2.48,1,3,0.875,1
mature,Cc1cccc(S(=O)(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)O)c1,390.5,1.47,3,4,0.632,1
mature,O=C(CN1CCC(NC(=O)c2ccccc2)C(=O)Nc2ccccc21)Nc1ccc(F)cc1F,464.5,3.55,3,4,0.539,1
mature,CC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC1CCCCCC1)c1ccccc1,435.6,3.43,3,3,0.555,1
mature,N#C[C@H]1CCC(=O)N1,110.1,-0.21,1,2,0.469,1
mature,CC(C)CC=C(Cc1ccc([N+](=O)[O-])cc1)C(=O)NC(C)C(=O)NCC#N,372.4,2.25,2,5,0.298,1
mature,CCN(C#N)C(=O)C(NC(=O)Cc1ccccc1)c1ccc(-c2ccccc2)cc1,397.5,4.08,1,3,0.482,1
mature,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cn1ccc2ccccc21)C(=O)O,437.5,3.16,3,4,0.476,1
mature,CC[C@H](Nc1ncc(C#N)c2ccc(Br)cc12)c1ccccc1,366.3,5.43,1,3,0.67,0
mature,CC(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccc1,425.5,2.94,3,4,0.606,1
mature,CC(C)(C)CCOC(=O)NCC#N,184.2,1.67,1,3,0.678,1
mature,CCC(CCc1ccccc1S(=O)(=O)C(C)(C)C)C(=O)N[C@H](C#N)Cc1ccccc1,440.6,4.47,1,4,0.623,1
mature,CC(C)N1C(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCCC2CCCCC2)C[C@@H]1O,459.6,2.74,3,5,0.526,1
mature,N#CC(=CCc1ccccc1)[C@H](Cc1ccccc1)NC(=O)C(Cc1ccccc1)c1cccc(Br)c1,549.5,7.2,1,2,0.213,0
mature,CN(C#N)C(NC(=O)c1cccc(Br)c1)C(=O)NC(Cc1ccccc1)C(=O)Nc1ccccc1,534.4,3.28,3,5,0.222,0
mature,CC(C)[C@@H](NC(=O)C(NC(=O)OCc1ccccc1)[C@H](C=CF)NC(=O)OCc1ccccc1)c1ccccc1,547.6,5.57,3,5,0.275,0
mature,C=CCS(=O)(=O)/C=C/[C@@H](COC(=O)NC(Cc1ccccc1)Cc1ccccc1)NC(=O)C1CCCN1,525.7,2.92,3,6,0.347,0
mature,CCCCC(NC(=O)OCCc1ccccc1)C(=O)OCC,307.4,3.08,1,4,0.712,1
mature,N#Cc1cc(F)cc(NC(=O)OCC(C#N)C2CCCC2)c1,301.3,3.58,1,4,0.921,1
mature,CC(C)(C)NC(Cc1ccc(F)cc1)C(=O)NC1(C#N)CC1,303.4,2.3,2,3,0.877,1
mature,CN(C(=O)C1Cc2cccc(C(=O)Nc3ccc(Cl)cc3)c2O1)C(C)(C)C,386.9,4.15,1,3,0.861,1
mature,CC(C)CC(NC(=O)c1ccccc1)C(=O)NC(C)C#N,287.4,1.86,2,3,0.837,1
mature,N#Cc1cccc([C@H](CCS(=O)(=O)c2ccccc2)NC(=O)C(Cc2c[nH]c(=O)s2)NC(=O)Cc2ccccc2)c1,588.7,3.3,3,7,0.231,0
mature,C[C@H](/C=C/S(=O)(=O)c1ccc(F)cc1NC(=O)c1ccc2c(c1)OCO2)NC(=O)CNc1ccc(OC(F)(F)F)cc1,609.6,4.61,3,8,0.224,0
mature,CCC[C@H](Cc1ccccc1)NC(=O)C(C#N)C(C)(C)NC(=O)OCC(C)(C)C,401.6,4.2,2,4,0.648,1
mature,CC(C)OC(=O)C(C)NC(=O)OCc1ccccc1,265.3,2.25,1,4,0.829,1
mature,CC(C)C(NC(=O)C=CC(=O)CN(CCc1ccccc1)S(=O)(=O)Cc1ccccc1)C(=O)Nc1ccccc1,561.7,3.97,2,5,0.289,0
mature,CCC(Cc1ccccc1)C(=O)C(=O)NC(CC)C(=O)NCc1ccc2cc(OC)ccc2c1,460.6,4.2,2,4,0.42,1
mature,CC(N[C@H](C#N)CCc1ccccc1)C(=O)OCc1ccccc1,322.4,3.23,1,4,0.758,1
mature,C[C@H](NC(CC#N)C(=O)c1cccc(C(=O)NCc2ccccc2)c1)c1ccccc1,411.5,4.43,2,4,0.51,1
mature,CNC(=O)C(Cc1ccccc1)NC(=O)C1OC(C)(C)[C@H]2C(C(=O)NCC(=O)N[C@H](C#N)CC(C)C)O[C@@H]12,527.6,0.19,4,7,0.32,0
mature,C[C@@H](Cc1ccccc1)CS(=O)(=O)/C=C/[C@@H](NC(=O)c1ccc(Br)cc1)c1ccccc1,512.5,5.73,1,3,0.399,0
mature,CN(C#N)C(=O)N1CC=CCC1,165.2,0.78,0,2,0.302,1
mature,COc1ccc(CC2(CNC(=O)CC(N)C(=O)NCCC3CC3)CCC2)cc1,387.5,2.16,3,4,0.542,1
mature,C[C@H](Cc1ccccc1)N=CC(NC(=O)c1ccccc1)C1CCCCC1,362.5,5.07,1,2,0.687,0
mature,C[C@@H](CCc1ccccc1)Nc1nc(-c2ccccc2)cc(C(F)(F)F)n1,371.4,5.6,1,3,0.613,0
mature,CC(Cc1ccccc1)NC(COC(=O)NCC#N)C(=O)NCCc1ccccc1,408.5,2.18,3,5,0.495,1
mature,CCCNC(CC(C)C)C(=O)C(=O)N(C)C#N,239.3,0.91,1,4,0.407,1
mature,CC(C)(C)C(C=O)COC(=O)Nc1ccccc1,249.3,3.1,1,3,0.834,1
mature,CC(C)CCC(C#N)(NC(=O)Oc1ccccc1)C(=O)Nc1cccc(-c2cccc(OCC(C)C)c2)c1,513.6,6.81,2,5,0.293,0
mature,N#CC(NS(=O)(=O)C1CCC1)C(=O)NCCNC(=O)c1ccc(-c2ccccc2)cc1,440.5,1.56,3,5,0.51,1
mature,N#CC(C#Cc1cccc2cc[nH]c12)NC(=O)c1ccccc1,299.3,2.84,2,2,0.714,1
mature,CO[C@@H]1CC(C(=O)C(CC(=O)O)NC(=O)OCc2ccccc2)N(C(=O)C(Cc2ccccc2)CC(C)C)C1,538.6,3.85,2,6,0.397,0
mature,CC(C)CCC(NC(=O)C1CCN1C#N)C(=O)O,253.3,0.55,2,4,0.674,1
mature,CC(C)C(NC(=O)COC(=O)NC(CC=O)c1ccccc1)C(=O)NCC(C)(C)C,419.5,2.35,3,5,0.504,1
mature,CC(C)(C)OC(=O)C(C=Cc1ccccc1)NS(C)(=O)=O,311.4,1.96,1,4,0.844,1
mature,N#CC(NC(=O)OCc1ccccc1)C(=O)NCC1CCCc2cc(-c3ccccc3)ccc21,453.5,4.71,2,4,0.542,1
mature,COc1ccc(COc2c(F)ccc3[nH]c(-c4ccccc4)nc23)cc1,348.4,4.96,1,3,0.555,1
mature,CCSSC[C@@H](CC#N)NC(=O)C1CCCC[C@@H]1OC(=O)NCCC(=O)O,417.6,2.55,3,7,0.345,1
mature,N#CCCOc1c(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)cc(C(F)(F)F)cc1C(F)(F)F,579.5,6.49,2,5,0.211,0
mature,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1nc(-c2ccccc2)co1)C(=O)NC1(C)CC1,502.6,3.88,3,5,0.368,0
mature,CC(C)S(=O)(=O)Nc1cc(Cl)ccc1CNC(=O)N[C@H]1c2ccccc2Sc2cc(Cl)ccc21,536.5,6.2,3,4,0.35,0
mature,CCOC(=O)NC(C(C)=O)c1ccccc1,221.3,2.06,1,3,0.846,1
mature,Cc1ccc(CNC(=O)C2CCN(C(=O)/C=C/C=CS(=O)(=O)c3ccccc3)C(CC(C)C)C(=O)N2)cc1,537.7,3.29,2,5,0.377,0
mature,N#CSCC[C@H](NC(=O)C1C[C@H](c2ccc(Cl)cc2)CN(CC(F)(F)F)C1=O)C(F)(F)F,501.9,4.49,1,4,0.259,0
mature,COC(=O)C(CC(C)C)NC(=O)C(=O)NC(Cc1ccccc1)C(=O)C(NC(=O)OCCc1ccc(-c2ccccc2)cc1)C(C)C,643.8,4.65,3,7,0.162,0
mature,O=C(NC(C(=O)c1ccc(Cl)cc1)c1ccccc1)c1ccccc1OCC(F)(F)F,447.8,5.64,1,3,0.477,0
mature,CN1CCOC(C(=O)N=C(Cc2ccccc2)C(=O)/C=C/[C@H](Cc2ccccc2)NC(=O)c2c[nH]c3ccccc23)C1,562.7,4.18,2,5,0.223,0
mature,CC(C)C(NC(=O)C(Cc1cc(F)cc(F)c1)NC(=O)C1NCC[C@@H]1/C=C/[C@H](O)C(F)(F)F)C(=O)N[C@H]1CCN[C@@H]1COCc1ccccc1,709.8,2.65,6,7,0.124,0
mature,C[C@@H](CSc1ccccc1)NC(C(=O)N1CCCC[C@H]1/C=C/CNC(=O)OCC(F)(F)F)C(C)(C)C,529.7,5.4,2,5,0.314,0
mature,CC(=O)NC(Cc1ccccc1S(C)(=O)=O)C(=O)NC(=O)C(CCCN=C(N)N)CC(C)C,481.6,0.5,4,6,0.191,1
mature,CC(C)CC(NC(=O)C1CCCCC1)C(=O)OCc1ccccc1,331.5,3.84,1,3,0.772,1
mature,N#CCNC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1,350.4,0.92,3,4,0.615,1
mature,O=C(NC1C(=O)N(CCCc2ccccc2)C1C(=O)OC(=O)c1ccccc1)OCc1ccccc1,486.5,3.51,1,6,0.282,1
mature,Cc1cc2c(=O)c(NC(=O)OCC#N)c(-c3ccccc3)cnc2s1,351.4,3.7,1,6,0.776,1
mature,CN(C(=O)C(Cc1ccccc1)NC(=O)Oc1ccccc1)[C@@H]1CCC1(C)C,380.5,4.03,1,3,0.823,1
mature,CC(C)C[C@@H](C)N(NC(=O)c1cccc(N2CCOCC2)c1)C(CC1CCCC1)C(=O)Nc1ccccc1,520.7,5.49,2,5,0.383,0
mature,N#CCNC(=O)C(Cc1ccccc1)NC(Cc1ccccc1)C(=O)NCCc1ccccc1,454.6,2.8,3,4,0.367,1
mature,CCCCC(NC(=O)C(=O)N1CCc2ccccc2C1)C(=O)OCc1ccccc1,408.5,2.99,1,4,0.565,1
mature,COC(=O)C1CN(C)C(=O)O1,159.1,-0.39,0,4,0.489,1
mature,CC(C)(C)CC(C#N)[C@@H](CSCc1ccccc1)NC(=O)ON(Cc1ccccc1)C(=O)OCc1ccccc1,559.7,7.34,1,6,0.247,0
mature,CC(OCc1ccccc1)C(=O)NC(CC1CCCC1)C(=O)NCC(=O)NN=C1CCNC1=O,471.6,0.77,4,6,0.353,1
mature,CC(C)[C@@H](C#N)NC(=O)c1cccc2ccc(-c3ccccc3)cc12,328.4,4.78,1,2,0.749,1
mature,C[C@@H](c1ccccc1)C(NC(=O)OCc1ccccc1)C(C#N)=Cc1cccc(S(C)(=O)=O)c1,474.6,5.1,1,5,0.459,0
mature,CC(C)OC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,341.4,3.48,1,4,0.783,1
